#Station Long Name,Bostock Reservoir
#Station Number,RE670
#Station Location Latitude,-37.608
#Station Location Longitude,144.1848
#Parameter Type Name,Storage Level
#Timeseries Name,PR02AHDQaQc.Merged.DailyMean.24HR
#Unit Name,meter
#DATA_OWNER_NAME,VIC - Barwon Region Water Corporation (Barwon Water)
#Rows,7625
#Timestamp,Value,Quality Code,Interpolation Type
2012-01-07T00:00:00.000+10:00,493.88,10,603
2012-01-08T00:00:00.000+10:00,493.88,10,603
2012-01-09T00:00:00.000+10:00,493.87,10,603
2012-01-10T00:00:00.000+10:00,493.87,10,603
2012-01-11T00:00:00.000+10:00,493.86,10,603
2012-01-12T00:00:00.000+10:00,493.85,10,603
2012-01-13T00:00:00.000+10:00,493.85,10,603
2012-01-14T00:00:00.000+10:00,493.84,10,603
2012-01-15T00:00:00.000+10:00,493.84,10,603
2012-01-16T00:00:00.000+10:00,493.83,10,603
2012-01-17T00:00:00.000+10:00,493.82,10,603
2012-01-18T00:00:00.000+10:00,493.82,10,603
2012-01-19T00:00:00.000+10:00,493.81,10,603
2012-01-20T00:00:00.000+10:00,493.80,10,603
2012-01-21T00:00:00.000+10:00,493.80,10,603
2012-01-22T00:00:00.000+10:00,493.79,10,603
2012-01-23T00:00:00.000+10:00,493.79,10,603
2012-01-24T00:00:00.000+10:00,493.78,10,603
2012-01-25T00:00:00.000+10:00,493.77,10,603
2012-01-26T00:00:00.000+10:00,493.77,10,603
2012-01-27T00:00:00.000+10:00,493.76,10,603
2012-01-28T00:00:00.000+10:00,493.75,10,603
2012-01-29T00:00:00.000+10:00,493.75,10,603
2012-01-30T00:00:00.000+10:00,493.74,10,603
2012-01-31T00:00:00.000+10:00,493.73,10,603
2012-02-01T00:00:00.000+10:00,493.72,10,603
2012-02-02T00:00:00.000+10:00,493.72,10,603
2012-02-03T00:00:00.000+10:00,493.71,10,603
2012-02-04T00:00:00.000+10:00,493.70,10,603
2012-02-05T00:00:00.000+10:00,493.70,10,603
2012-02-06T00:00:00.000+10:00,493.69,10,603
2012-02-07T00:00:00.000+10:00,493.68,10,603
2012-02-08T00:00:00.000+10:00,493.68,10,603
2012-02-09T00:00:00.000+10:00,493.68,10,603
2012-02-10T00:00:00.000+10:00,493.68,10,603
2012-02-11T00:00:00.000+10:00,493.68,10,603
2012-02-12T00:00:00.000+10:00,493.69,10,603
2012-02-13T00:00:00.000+10:00,493.69,10,603
2012-02-14T00:00:00.000+10:00,493.68,10,603
2012-02-15T00:00:00.000+10:00,493.68,10,603
2012-02-16T00:00:00.000+10:00,493.68,10,603
2012-02-17T00:00:00.000+10:00,493.68,10,603
2012-02-18T00:00:00.000+10:00,493.67,10,603
2012-02-19T00:00:00.000+10:00,493.67,10,603
2012-02-20T00:00:00.000+10:00,493.66,10,603
2012-02-21T00:00:00.000+10:00,493.66,10,603
2012-02-22T00:00:00.000+10:00,493.65,10,603
2012-02-23T00:00:00.000+10:00,493.64,10,603
2012-02-24T00:00:00.000+10:00,493.64,10,603
2012-02-25T00:00:00.000+10:00,493.63,10,603
2012-02-26T00:00:00.000+10:00,493.63,10,603
2012-02-27T00:00:00.000+10:00,493.62,10,603
2012-02-28T00:00:00.000+10:00,493.66,10,603
2012-02-29T00:00:00.000+10:00,493.65,10,603
2012-03-01T00:00:00.000+10:00,493.67,10,603
2012-03-02T00:00:00.000+10:00,493.69,10,603
2012-03-03T00:00:00.000+10:00,493.70,10,603
2012-03-04T00:00:00.000+10:00,493.71,10,603
2012-03-05T00:00:00.000+10:00,493.71,10,603
2012-03-06T00:00:00.000+10:00,493.71,10,603
2012-03-07T00:00:00.000+10:00,493.71,10,603
2012-03-08T00:00:00.000+10:00,493.70,10,603
2012-03-09T00:00:00.000+10:00,493.70,10,603
2012-03-10T00:00:00.000+10:00,493.70,10,603
2012-03-11T00:00:00.000+10:00,493.69,10,603
2012-03-12T00:00:00.000+10:00,493.69,10,603
2012-03-13T00:00:00.000+10:00,493.68,10,603
2012-03-14T00:00:00.000+10:00,493.68,10,603
2012-03-15T00:00:00.000+10:00,493.68,10,603
2012-03-16T00:00:00.000+10:00,493.68,10,603
2012-03-17T00:00:00.000+10:00,493.68,10,603
2012-03-18T00:00:00.000+10:00,493.68,10,603
2012-03-19T00:00:00.000+10:00,493.68,10,603
2012-03-20T00:00:00.000+10:00,493.67,10,603
2012-03-21T00:00:00.000+10:00,493.67,10,603
2012-03-22T00:00:00.000+10:00,493.67,10,603
2012-03-23T00:00:00.000+10:00,493.66,10,603
2012-03-24T00:00:00.000+10:00,493.66,10,603
2012-03-25T00:00:00.000+10:00,493.66,10,603
2012-03-26T00:00:00.000+10:00,493.66,10,603
2012-03-27T00:00:00.000+10:00,493.65,10,603
2012-03-28T00:00:00.000+10:00,493.65,10,603
2012-03-29T00:00:00.000+10:00,493.65,10,603
2012-03-30T00:00:00.000+10:00,493.64,10,603
2012-03-31T00:00:00.000+10:00,493.64,10,603
2012-04-01T00:00:00.000+10:00,493.64,10,603
2012-04-02T00:00:00.000+10:00,493.63,10,603
2012-04-03T00:00:00.000+10:00,493.63,10,603
2012-04-04T00:00:00.000+10:00,493.63,10,603
2012-04-05T00:00:00.000+10:00,493.61,10,603
2012-04-06T00:00:00.000+10:00,493.65,10,603
2012-04-07T00:00:00.000+10:00,493.67,10,603
2012-04-08T00:00:00.000+10:00,493.62,10,603
2012-04-09T00:00:00.000+10:00,493.60,10,603
2012-04-10T00:00:00.000+10:00,493.60,10,603
2012-04-11T00:00:00.000+10:00,493.61,110,603
2012-04-12T00:00:00.000+10:00,493.61,140,603
2012-04-13T00:00:00.000+10:00,493.61,140,603
2012-04-14T00:00:00.000+10:00,493.61,110,603
2012-04-15T00:00:00.000+10:00,493.61,140,603
2012-04-16T00:00:00.000+10:00,493.61,110,603
2012-04-17T00:00:00.000+10:00,493.61,110,603
2012-04-18T00:00:00.000+10:00,493.61,110,603
2012-04-19T00:00:00.000+10:00,493.59,110,603
2012-04-20T00:00:00.000+10:00,493.59,10,603
2012-04-21T00:00:00.000+10:00,493.59,10,603
2012-04-22T00:00:00.000+10:00,493.60,10,603
2012-04-23T00:00:00.000+10:00,493.60,10,603
2012-04-24T00:00:00.000+10:00,493.61,10,603
2012-04-25T00:00:00.000+10:00,493.62,10,603
2012-04-26T00:00:00.000+10:00,493.62,10,603
2012-04-27T00:00:00.000+10:00,493.62,10,603
2012-04-28T00:00:00.000+10:00,493.62,10,603
2012-04-29T00:00:00.000+10:00,493.62,10,603
2012-04-30T00:00:00.000+10:00,493.62,10,603
2012-05-01T00:00:00.000+10:00,493.62,10,603
2012-05-02T00:00:00.000+10:00,493.62,10,603
2012-05-03T00:00:00.000+10:00,493.62,10,603
2012-05-04T00:00:00.000+10:00,493.62,10,603
2012-05-05T00:00:00.000+10:00,493.63,10,603
2012-05-06T00:00:00.000+10:00,493.63,10,603
2012-05-07T00:00:00.000+10:00,493.63,10,603
2012-05-08T00:00:00.000+10:00,493.62,10,603
2012-05-09T00:00:00.000+10:00,493.62,10,603
2012-05-10T00:00:00.000+10:00,493.62,10,603
2012-05-11T00:00:00.000+10:00,493.62,10,603
2012-05-12T00:00:00.000+10:00,493.62,10,603
2012-05-13T00:00:00.000+10:00,493.62,10,603
2012-05-14T00:00:00.000+10:00,493.62,10,603
2012-05-15T00:00:00.000+10:00,493.62,10,603
2012-05-16T00:00:00.000+10:00,493.62,10,603
2012-05-17T00:00:00.000+10:00,493.62,10,603
2012-05-18T00:00:00.000+10:00,493.62,10,603
2012-05-19T00:00:00.000+10:00,493.62,10,603
2012-05-20T00:00:00.000+10:00,493.62,10,603
2012-05-21T00:00:00.000+10:00,493.62,10,603
2012-05-22T00:00:00.000+10:00,493.62,10,603
2012-05-23T00:00:00.000+10:00,493.62,10,603
2012-05-24T00:00:00.000+10:00,493.62,10,603
2012-05-25T00:00:00.000+10:00,493.64,10,603
2012-05-26T00:00:00.000+10:00,493.67,10,603
2012-05-27T00:00:00.000+10:00,493.69,10,603
2012-05-28T00:00:00.000+10:00,493.69,10,603
2012-05-29T00:00:00.000+10:00,493.69,10,603
2012-05-30T00:00:00.000+10:00,493.70,10,603
2012-05-31T00:00:00.000+10:00,493.70,10,603
2012-06-01T00:00:00.000+10:00,493.70,10,603
2012-06-02T00:00:00.000+10:00,493.70,10,603
2012-06-03T00:00:00.000+10:00,493.71,10,603
2012-06-04T00:00:00.000+10:00,493.75,10,603
2012-06-05T00:00:00.000+10:00,493.94,10,603
2012-06-06T00:00:00.000+10:00,494.02,10,603
2012-06-07T00:00:00.000+10:00,494.02,10,603
2012-06-08T00:00:00.000+10:00,494.02,10,603
2012-06-09T00:00:00.000+10:00,494.02,10,603
2012-06-10T00:00:00.000+10:00,494.02,10,603
2012-06-11T00:00:00.000+10:00,494.02,10,603
2012-06-12T00:00:00.000+10:00,494.01,10,603
2012-06-13T00:00:00.000+10:00,494.01,10,603
2012-06-14T00:00:00.000+10:00,494.01,10,603
2012-06-15T00:00:00.000+10:00,494.01,10,603
2012-06-16T00:00:00.000+10:00,494.01,10,603
2012-06-17T00:00:00.000+10:00,494.01,10,603
2012-06-18T00:00:00.000+10:00,494.02,10,603
2012-06-19T00:00:00.000+10:00,494.02,10,603
2012-06-20T00:00:00.000+10:00,494.01,10,603
2012-06-21T00:00:00.000+10:00,494.02,10,603
2012-06-22T00:00:00.000+10:00,494.10,10,603
2012-06-23T00:00:00.000+10:00,494.08,10,603
2012-06-24T00:00:00.000+10:00,494.05,10,603
2012-06-25T00:00:00.000+10:00,494.04,10,603
2012-06-26T00:00:00.000+10:00,494.04,10,603
2012-06-27T00:00:00.000+10:00,494.03,10,603
2012-06-28T00:00:00.000+10:00,494.03,10,603
2012-06-29T00:00:00.000+10:00,494.02,10,603
2012-06-30T00:00:00.000+10:00,494.02,10,603
2012-07-01T00:00:00.000+10:00,494.03,10,603
2012-07-02T00:00:00.000+10:00,494.08,10,603
2012-07-03T00:00:00.000+10:00,494.07,10,603
2012-07-04T00:00:00.000+10:00,494.05,10,603
2012-07-05T00:00:00.000+10:00,494.04,10,603
2012-07-06T00:00:00.000+10:00,494.04,10,603
2012-07-07T00:00:00.000+10:00,494.03,10,603
2012-07-08T00:00:00.000+10:00,494.02,10,603
2012-07-09T00:00:00.000+10:00,494.02,10,603
2012-07-10T00:00:00.000+10:00,494.02,10,603
2012-07-11T00:00:00.000+10:00,494.07,10,603
2012-07-12T00:00:00.000+10:00,494.07,10,603
2012-07-13T00:00:00.000+10:00,494.07,10,603
2012-07-14T00:00:00.000+10:00,494.05,10,603
2012-07-15T00:00:00.000+10:00,494.05,10,603
2012-07-16T00:00:00.000+10:00,494.06,10,603
2012-07-17T00:00:00.000+10:00,494.05,10,603
2012-07-18T00:00:00.000+10:00,494.04,10,603
2012-07-19T00:00:00.000+10:00,494.03,10,603
2012-07-20T00:00:00.000+10:00,494.03,10,603
2012-07-21T00:00:00.000+10:00,494.02,10,603
2012-07-22T00:00:00.000+10:00,494.02,10,603
2012-07-23T00:00:00.000+10:00,494.02,10,603
2012-07-24T00:00:00.000+10:00,494.02,10,603
2012-07-25T00:00:00.000+10:00,494.01,10,603
2012-07-26T00:00:00.000+10:00,494.01,10,603
2012-07-27T00:00:00.000+10:00,494.07,10,603
2012-07-28T00:00:00.000+10:00,494.10,10,603
2012-07-29T00:00:00.000+10:00,494.08,10,603
2012-07-30T00:00:00.000+10:00,494.06,10,603
2012-07-31T00:00:00.000+10:00,494.05,10,603
2012-08-01T00:00:00.000+10:00,494.04,10,603
2012-08-02T00:00:00.000+10:00,494.03,10,603
2012-08-03T00:00:00.000+10:00,494.02,10,603
2012-08-04T00:00:00.000+10:00,494.02,10,603
2012-08-05T00:00:00.000+10:00,494.01,10,603
2012-08-06T00:00:00.000+10:00,494.02,10,603
2012-08-07T00:00:00.000+10:00,494.01,10,603
2012-08-08T00:00:00.000+10:00,494.01,10,603
2012-08-09T00:00:00.000+10:00,494.02,10,603
2012-08-10T00:00:00.000+10:00,494.04,10,603
2012-08-11T00:00:00.000+10:00,494.04,10,603
2012-08-12T00:00:00.000+10:00,494.04,10,603
2012-08-13T00:00:00.000+10:00,494.03,10,603
2012-08-14T00:00:00.000+10:00,494.02,10,603
2012-08-15T00:00:00.000+10:00,494.03,10,603
2012-08-16T00:00:00.000+10:00,494.03,10,603
2012-08-17T00:00:00.000+10:00,494.11,10,603
2012-08-18T00:00:00.000+10:00,494.18,10,603
2012-08-19T00:00:00.000+10:00,494.11,10,603
2012-08-20T00:00:00.000+10:00,494.05,10,603
2012-08-21T00:00:00.000+10:00,494.02,110,603
2012-08-22T00:00:00.000+10:00,493.99,110,603
2012-08-23T00:00:00.000+10:00,494.00,110,603
2012-08-24T00:00:00.000+10:00,494.01,10,603
2012-08-25T00:00:00.000+10:00,494.01,10,603
2012-08-26T00:00:00.000+10:00,494.00,10,603
2012-08-27T00:00:00.000+10:00,494.00,10,603
2012-08-28T00:00:00.000+10:00,493.99,10,603
2012-08-29T00:00:00.000+10:00,493.99,10,603
2012-08-30T00:00:00.000+10:00,494.00,10,603
2012-08-31T00:00:00.000+10:00,494.03,10,603
2012-09-01T00:00:00.000+10:00,494.04,10,603
2012-09-02T00:00:00.000+10:00,494.01,10,603
2012-09-03T00:00:00.000+10:00,494.00,10,603
2012-09-04T00:00:00.000+10:00,494.00,10,603
2012-09-05T00:00:00.000+10:00,493.98,10,603
2012-09-06T00:00:00.000+10:00,493.98,10,603
2012-09-07T00:00:00.000+10:00,494.02,10,603
2012-09-08T00:00:00.000+10:00,494.04,10,603
2012-09-09T00:00:00.000+10:00,494.03,10,603
2012-09-10T00:00:00.000+10:00,494.01,10,603
2012-09-11T00:00:00.000+10:00,494.00,10,603
2012-09-12T00:00:00.000+10:00,494.00,10,603
2012-09-13T00:00:00.000+10:00,493.99,10,603
2012-09-14T00:00:00.000+10:00,493.98,10,603
2012-09-15T00:00:00.000+10:00,493.98,10,603
2012-09-16T00:00:00.000+10:00,493.98,10,603
2012-09-17T00:00:00.000+10:00,493.99,10,603
2012-09-18T00:00:00.000+10:00,494.00,10,603
2012-09-19T00:00:00.000+10:00,494.01,10,603
2012-09-20T00:00:00.000+10:00,494.00,10,603
2012-09-21T00:00:00.000+10:00,494.00,10,603
2012-09-22T00:00:00.000+10:00,493.99,10,603
2012-09-23T00:00:00.000+10:00,493.98,10,603
2012-09-24T00:00:00.000+10:00,493.97,10,603
2012-09-25T00:00:00.000+10:00,493.96,10,603
2012-09-26T00:00:00.000+10:00,493.95,10,603
2012-09-27T00:00:00.000+10:00,493.94,10,603
2012-09-28T00:00:00.000+10:00,493.93,10,603
2012-09-29T00:00:00.000+10:00,494.00,10,603
2012-09-30T00:00:00.000+10:00,494.02,10,603
2012-10-01T00:00:00.000+10:00,494.00,10,603
2012-10-02T00:00:00.000+10:00,493.98,10,603
2012-10-03T00:00:00.000+10:00,493.97,10,603
2012-10-04T00:00:00.000+10:00,493.97,10,603
2012-10-05T00:00:00.000+10:00,493.95,10,603
2012-10-06T00:00:00.000+10:00,493.94,10,603
2012-10-07T00:00:00.000+10:00,493.93,10,603
2012-10-08T00:00:00.000+10:00,493.92,10,603
2012-10-09T00:00:00.000+10:00,493.91,10,603
2012-10-10T00:00:00.000+10:00,493.89,10,603
2012-10-11T00:00:00.000+10:00,493.88,10,603
2012-10-12T00:00:00.000+10:00,493.89,10,603
2012-10-13T00:00:00.000+10:00,493.91,10,603
2012-10-14T00:00:00.000+10:00,493.91,10,603
2012-10-15T00:00:00.000+10:00,493.91,10,603
2012-10-16T00:00:00.000+10:00,493.89,10,603
2012-10-17T00:00:00.000+10:00,493.88,10,603
2012-10-18T00:00:00.000+10:00,493.87,10,603
2012-10-19T00:00:00.000+10:00,493.86,10,603
2012-10-20T00:00:00.000+10:00,493.83,10,603
2012-10-21T00:00:00.000+10:00,493.80,10,603
2012-10-22T00:00:00.000+10:00,493.78,10,603
2012-10-23T00:00:00.000+10:00,493.76,10,603
2012-10-24T00:00:00.000+10:00,493.73,10,603
2012-10-25T00:00:00.000+10:00,493.70,10,603
2012-10-26T00:00:00.000+10:00,493.68,10,603
2012-10-27T00:00:00.000+10:00,493.65,10,603
2012-10-28T00:00:00.000+10:00,493.63,10,603
2012-10-29T00:00:00.000+10:00,493.60,10,603
2012-10-30T00:00:00.000+10:00,493.57,10,603
2012-10-31T00:00:00.000+10:00,493.54,10,603
2012-11-01T00:00:00.000+10:00,493.52,10,603
2012-11-02T00:00:00.000+10:00,493.49,10,603
2012-11-03T00:00:00.000+10:00,493.47,10,603
2012-11-04T00:00:00.000+10:00,493.44,10,603
2012-11-05T00:00:00.000+10:00,493.41,10,603
2012-11-06T00:00:00.000+10:00,493.38,10,603
2012-11-07T00:00:00.000+10:00,493.35,10,603
2012-11-08T00:00:00.000+10:00,493.33,10,603
2012-11-09T00:00:00.000+10:00,493.29,10,603
2012-11-10T00:00:00.000+10:00,493.27,10,603
2012-11-11T00:00:00.000+10:00,493.23,10,603
2012-11-12T00:00:00.000+10:00,493.20,10,603
2012-11-13T00:00:00.000+10:00,493.17,10,603
2012-11-14T00:00:00.000+10:00,493.13,10,603
2012-11-15T00:00:00.000+10:00,493.10,10,603
2012-11-16T00:00:00.000+10:00,493.08,10,603
2012-11-17T00:00:00.000+10:00,493.04,10,603
2012-11-18T00:00:00.000+10:00,493.01,10,603
2012-11-19T00:00:00.000+10:00,492.98,10,603
2012-11-20T00:00:00.000+10:00,492.95,10,603
2012-11-21T00:00:00.000+10:00,492.91,10,603
2012-11-22T00:00:00.000+10:00,492.88,10,603
2012-11-23T00:00:00.000+10:00,492.85,10,603
2012-11-24T00:00:00.000+10:00,492.81,10,603
2012-11-25T00:00:00.000+10:00,492.78,10,603
2012-11-26T00:00:00.000+10:00,492.74,10,603
2012-11-27T00:00:00.000+10:00,492.72,10,603
2012-11-28T00:00:00.000+10:00,492.71,10,603
2012-11-29T00:00:00.000+10:00,492.73,10,603
2012-11-30T00:00:00.000+10:00,492.77,10,603
2012-12-01T00:00:00.000+10:00,492.82,10,603
2012-12-02T00:00:00.000+10:00,492.86,10,603
2012-12-03T00:00:00.000+10:00,492.89,10,603
2012-12-04T00:00:00.000+10:00,492.92,10,603
2012-12-05T00:00:00.000+10:00,492.95,10,603
2012-12-06T00:00:00.000+10:00,492.98,10,603
2012-12-07T00:00:00.000+10:00,493.01,10,603
2012-12-08T00:00:00.000+10:00,493.03,10,603
2012-12-09T00:00:00.000+10:00,493.03,10,603
2012-12-10T00:00:00.000+10:00,493.05,10,603
2012-12-11T00:00:00.000+10:00,493.11,10,603
2012-12-12T00:00:00.000+10:00,493.14,10,603
2012-12-13T00:00:00.000+10:00,493.16,10,603
2012-12-14T00:00:00.000+10:00,493.19,10,603
2012-12-15T00:00:00.000+10:00,493.22,10,603
2012-12-16T00:00:00.000+10:00,493.24,10,603
2012-12-17T00:00:00.000+10:00,493.26,10,603
2012-12-18T00:00:00.000+10:00,493.27,10,603
2012-12-19T00:00:00.000+10:00,493.25,10,603
2012-12-20T00:00:00.000+10:00,493.22,10,603
2012-12-21T00:00:00.000+10:00,493.19,10,603
2012-12-22T00:00:00.000+10:00,493.19,10,603
2012-12-23T00:00:00.000+10:00,493.18,10,603
2012-12-24T00:00:00.000+10:00,493.18,10,603
2012-12-25T00:00:00.000+10:00,493.16,10,603
2012-12-26T00:00:00.000+10:00,493.16,10,603
2012-12-27T00:00:00.000+10:00,493.15,10,603
2012-12-28T00:00:00.000+10:00,493.14,10,603
2012-12-29T00:00:00.000+10:00,493.14,10,603
2012-12-30T00:00:00.000+10:00,493.13,10,603
2012-12-31T00:00:00.000+10:00,493.13,10,603
2013-01-01T00:00:00.000+10:00,493.12,10,603
2013-01-02T00:00:00.000+10:00,493.11,10,603
2013-01-03T00:00:00.000+10:00,493.11,10,603
2013-01-04T00:00:00.000+10:00,493.10,10,603
2013-01-05T00:00:00.000+10:00,493.09,10,603
2013-01-06T00:00:00.000+10:00,493.08,10,603
2013-01-07T00:00:00.000+10:00,493.07,10,603
2013-01-08T00:00:00.000+10:00,493.07,10,603
2013-01-09T00:00:00.000+10:00,493.05,10,603
2013-01-10T00:00:00.000+10:00,493.05,10,603
2013-01-11T00:00:00.000+10:00,493.04,10,603
2013-01-12T00:00:00.000+10:00,493.03,10,603
2013-01-13T00:00:00.000+10:00,493.02,10,603
2013-01-14T00:00:00.000+10:00,493.02,10,603
2013-01-15T00:00:00.000+10:00,493.01,10,603
2013-01-16T00:00:00.000+10:00,493.01,10,603
2013-01-17T00:00:00.000+10:00,493.02,10,603
2013-01-18T00:00:00.000+10:00,493.01,10,603
2013-01-19T00:00:00.000+10:00,493.00,10,603
2013-01-20T00:00:00.000+10:00,493.00,10,603
2013-01-21T00:00:00.000+10:00,492.99,10,603
2013-01-22T00:00:00.000+10:00,492.98,10,603
2013-01-23T00:00:00.000+10:00,492.97,10,603
2013-01-24T00:00:00.000+10:00,492.96,10,603
2013-01-25T00:00:00.000+10:00,492.96,10,603
2013-01-26T00:00:00.000+10:00,492.95,10,603
2013-01-27T00:00:00.000+10:00,492.94,10,603
2013-01-28T00:00:00.000+10:00,492.94,10,603
2013-01-29T00:00:00.000+10:00,492.94,10,603
2013-01-30T00:00:00.000+10:00,492.93,10,603
2013-01-31T00:00:00.000+10:00,492.93,10,603
2013-02-01T00:00:00.000+10:00,492.93,10,603
2013-02-02T00:00:00.000+10:00,492.93,10,603
2013-02-03T00:00:00.000+10:00,492.92,10,603
2013-02-04T00:00:00.000+10:00,492.92,10,603
2013-02-05T00:00:00.000+10:00,492.91,10,603
2013-02-06T00:00:00.000+10:00,492.91,10,603
2013-02-07T00:00:00.000+10:00,492.90,10,603
2013-02-08T00:00:00.000+10:00,492.89,10,603
2013-02-09T00:00:00.000+10:00,492.89,10,603
2013-02-10T00:00:00.000+10:00,492.88,10,603
2013-02-11T00:00:00.000+10:00,492.87,10,603
2013-02-12T00:00:00.000+10:00,492.87,10,603
2013-02-13T00:00:00.000+10:00,492.87,10,603
2013-02-14T00:00:00.000+10:00,492.87,10,603
2013-02-15T00:00:00.000+10:00,492.88,10,603
2013-02-16T00:00:00.000+10:00,492.88,10,603
2013-02-17T00:00:00.000+10:00,492.88,10,603
2013-02-18T00:00:00.000+10:00,492.88,10,603
2013-02-19T00:00:00.000+10:00,492.87,10,603
2013-02-20T00:00:00.000+10:00,492.87,10,603
2013-02-21T00:00:00.000+10:00,492.87,10,603
2013-02-22T00:00:00.000+10:00,492.87,10,603
2013-02-23T00:00:00.000+10:00,492.87,10,603
2013-02-24T00:00:00.000+10:00,492.86,10,603
2013-02-25T00:00:00.000+10:00,492.86,10,603
2013-02-26T00:00:00.000+10:00,492.88,10,603
2013-02-27T00:00:00.000+10:00,492.91,10,603
2013-02-28T00:00:00.000+10:00,492.91,10,603
2013-03-01T00:00:00.000+10:00,492.90,10,603
2013-03-02T00:00:00.000+10:00,492.89,10,603
2013-03-03T00:00:00.000+10:00,492.89,10,603
2013-03-04T00:00:00.000+10:00,492.89,10,603
2013-03-05T00:00:00.000+10:00,492.89,10,603
2013-03-06T00:00:00.000+10:00,492.88,10,603
2013-03-07T00:00:00.000+10:00,492.88,10,603
2013-03-08T00:00:00.000+10:00,492.87,10,603
2013-03-09T00:00:00.000+10:00,492.87,10,603
2013-03-10T00:00:00.000+10:00,492.86,10,603
2013-03-11T00:00:00.000+10:00,492.86,10,603
2013-03-12T00:00:00.000+10:00,492.85,10,603
2013-03-13T00:00:00.000+10:00,492.84,10,603
2013-03-14T00:00:00.000+10:00,492.83,10,603
2013-03-15T00:00:00.000+10:00,492.83,10,603
2013-03-16T00:00:00.000+10:00,492.82,10,603
2013-03-17T00:00:00.000+10:00,492.82,10,603
2013-03-18T00:00:00.000+10:00,492.82,10,603
2013-03-19T00:00:00.000+10:00,492.81,10,603
2013-03-20T00:00:00.000+10:00,492.81,10,603
2013-03-21T00:00:00.000+10:00,492.81,10,603
2013-03-22T00:00:00.000+10:00,492.80,10,603
2013-03-23T00:00:00.000+10:00,492.79,10,603
2013-03-24T00:00:00.000+10:00,492.79,10,603
2013-03-25T00:00:00.000+10:00,492.78,10,603
2013-03-26T00:00:00.000+10:00,492.78,10,603
2013-03-27T00:00:00.000+10:00,492.77,10,603
2013-03-28T00:00:00.000+10:00,492.76,10,603
2013-03-29T00:00:00.000+10:00,492.76,10,603
2013-03-30T00:00:00.000+10:00,492.75,10,603
2013-03-31T00:00:00.000+10:00,492.75,10,603
2013-04-01T00:00:00.000+10:00,492.75,10,603
2013-04-02T00:00:00.000+10:00,492.75,10,603
2013-04-03T00:00:00.000+10:00,492.74,10,603
2013-04-04T00:00:00.000+10:00,492.73,10,603
2013-04-05T00:00:00.000+10:00,492.73,10,603
2013-04-06T00:00:00.000+10:00,492.73,10,603
2013-04-07T00:00:00.000+10:00,492.73,10,603
2013-04-08T00:00:00.000+10:00,492.72,10,603
2013-04-09T00:00:00.000+10:00,492.72,10,603
2013-04-10T00:00:00.000+10:00,492.71,10,603
2013-04-11T00:00:00.000+10:00,492.71,10,603
2013-04-12T00:00:00.000+10:00,492.71,10,603
2013-04-13T00:00:00.000+10:00,492.70,10,603
2013-04-14T00:00:00.000+10:00,492.69,10,603
2013-04-15T00:00:00.000+10:00,492.69,10,603
2013-04-16T00:00:00.000+10:00,492.69,10,603
2013-04-17T00:00:00.000+10:00,492.69,10,603
2013-04-18T00:00:00.000+10:00,492.68,10,603
2013-04-19T00:00:00.000+10:00,492.68,10,603
2013-04-20T00:00:00.000+10:00,492.69,10,603
2013-04-21T00:00:00.000+10:00,492.70,10,603
2013-04-22T00:00:00.000+10:00,492.71,10,603
2013-04-23T00:00:00.000+10:00,492.72,10,603
2013-04-24T00:00:00.000+10:00,492.73,10,603
2013-04-25T00:00:00.000+10:00,492.75,10,603
2013-04-26T00:00:00.000+10:00,492.76,10,603
2013-04-27T00:00:00.000+10:00,492.77,10,603
2013-04-28T00:00:00.000+10:00,492.77,10,603
2013-04-29T00:00:00.000+10:00,492.78,10,603
2013-04-30T00:00:00.000+10:00,492.79,10,603
2013-05-01T00:00:00.000+10:00,492.80,10,603
2013-05-02T00:00:00.000+10:00,492.81,10,603
2013-05-03T00:00:00.000+10:00,492.82,10,603
2013-05-04T00:00:00.000+10:00,492.83,10,603
2013-05-05T00:00:00.000+10:00,492.84,10,603
2013-05-06T00:00:00.000+10:00,492.84,10,603
2013-05-07T00:00:00.000+10:00,492.86,10,603
2013-05-08T00:00:00.000+10:00,492.87,10,603
2013-05-09T00:00:00.000+10:00,492.88,10,603
2013-05-10T00:00:00.000+10:00,492.89,10,603
2013-05-11T00:00:00.000+10:00,492.89,10,603
2013-05-12T00:00:00.000+10:00,492.90,10,603
2013-05-13T00:00:00.000+10:00,492.92,10,603
2013-05-14T00:00:00.000+10:00,492.93,10,603
2013-05-15T00:00:00.000+10:00,492.93,10,603
2013-05-16T00:00:00.000+10:00,492.94,10,603
2013-05-17T00:00:00.000+10:00,492.94,10,603
2013-05-18T00:00:00.000+10:00,492.94,10,603
2013-05-19T00:00:00.000+10:00,492.94,10,603
2013-05-20T00:00:00.000+10:00,492.94,10,603
2013-05-21T00:00:00.000+10:00,492.93,10,603
2013-05-22T00:00:00.000+10:00,492.93,10,603
2013-05-23T00:00:00.000+10:00,492.93,10,603
2013-05-24T00:00:00.000+10:00,492.92,10,603
2013-05-25T00:00:00.000+10:00,492.92,10,603
2013-05-26T00:00:00.000+10:00,492.92,10,603
2013-05-27T00:00:00.000+10:00,492.92,10,603
2013-05-28T00:00:00.000+10:00,492.91,10,603
2013-05-29T00:00:00.000+10:00,492.91,10,603
2013-05-30T00:00:00.000+10:00,492.92,10,603
2013-05-31T00:00:00.000+10:00,492.92,10,603
